earn1,earn2,earn3,earn4,earn5,earn6,aid1,aid2,aid3,aid4,aid5,aid6,xsexf,xhsdip,xchld05,single,grd1720,grade16,grd1315,grade12,grde911,white,hisp,black,age,paid1,paid2,paid3,paid4,tcpp1,tcpp2,tcpp3,tcpp4,tcpp5,tcpp6,tcpp7,tcpp8,tcpp9,tcpp10,tcprn1,tcprn2,tcprn3,tcprn4,tcprn5,tcprn6,tcprn7,tcprn8,tcprn9,tcprn10
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,37,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,202.78878784179688,506.044189453125,2993.784912109375,2135.15478515625,3587.7509765625,4341.96533203125
0,885.61590576171875,3994.551025390625,1113.216796875,8475.978515625,10072.556640625,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,27,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,910.9705810546875,557.20001220703125,3029.06884765625,0,0,0,510.00897216796875,2457.06982421875,1457.5570068359375
0,0,0,0,0,429.9233093261719,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,31,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102.140380859375,0,104.63953399658203,272.2963562011719,5465.65966796875,1440.9814453125,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,22,1,1,1,1,1,1,0,1,0,0,0,0,0,0,4260.41162109375,1334.199951171875,0,1144.65771484375,0,0,0,0,0,0
0,0,32.86013412475586,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2003.9462890625,4578.87646484375,4615.10205078125,5607.548828125,2010.8458251953125,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,28,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,28,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,322.80914306640625,0
4498.96435546875,4848.1689453125,4999.5146484375,2010.288330078125,1027.6365966796875,4630.7333984375,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,29,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4754.39990234375,4659.8876953125,1749.059814453125,1760.034912109375,4674.65087890625,4974.79833984375,3900.914794921875,773.76483154296875,0,865.39337158203125
0,275.97039794921875,1234.74658203125,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,25,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,31.490428924560547,270.3902587890625
0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2504.4111328125,2578.0234375,2502.66650390625,2381.33740234375,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,45,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,250.2010498046875,10387.7900390625,8382.7197265625,6691.75244140625
0,3056.304443359375,0,3036.516845703125,4880.123046875,5021.10546875,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,32,0,1,1,1,1,1,1,1,0,1,1,1,0,0,4326.7646484375,4300.7998046875,4262.81884765625,17.1057186126709,0,4331.39697265625,5300.5556640625,3476.25439453125,0,0
0,0,0,54.987361907958984,49.42839813232422,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,33,1,1,1,1,1,0,1,1,0,1,1,1,0,1,309.6470642089844,0,143.22845458984375,210.9705352783203,0,744.6861572265625,305.1209716796875,1202.459228515625,0,173.71441650390625
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,23,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3215.974853515625,3080.945068359375,5776.931640625,4870.77880859375,5604.64990234375,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,30,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,4444.2646484375,4261.60009765625,3555.185302734375,4813.83447265625,3791.840087890625,3332.179443359375,3505.2060546875,4437.32763671875
0,0,398.3910217285156,2986.9228515625,2257.839599609375,3186.551025390625,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,25,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,33,0,0,0,0,1,1,1,1,1,1,0,0,0,1,2941.86572265625,4039.448974609375,3388.453857421875,3544.35302734375,2720.199951171875,1785.3922119140625,0,0,0,959.5833740234375
1439.1990966796875,1998.0106201171875,1679.774658203125,2270.1259765625,1969.7333984375,1541.7674560546875,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,32,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,6101.7060546875,5992,5278.18115234375,5920.00439453125,6047.96337890625,5477.515625,6773.09619140625,6317.75341796875,5467.33837890625
0,0,0,3917.5546875,3511.0439453125,3447.012451171875,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,16,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1439.199951171875,1873.314697265625,943.66552734375,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2142.91796875,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,144.9459686279297,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,34,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044.7476806640625,492.3778381347656,0,204.82821655273438,1302.5294189453125,2256.762451171875,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,31,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,3140.705810546875,5299,5593,5673.39697265625,4923.49658203125,5887.6748046875,2922.970458984375,2990.502685546875
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,44,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,450.8841857910156,0,0,0,0
0,9435.111328125,9374.1630859375,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,43,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,24,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,21,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1382.3529052734375,705.5999755859375,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,53,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,3459.676513671875,9733.2802734375,11668.2978515625,10996.466796875,419.8724060058594
94,0,0,0,0,432.61279296875,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,30,1,1,1,1,1,0,1,1,1,1,1,1,1,1,201.60000610351562,0,250.88388061523438,368.11187744140625,1522.824951171875,109.07706451416016,1370.8333740234375,3062.0693359375,351.96051025390625,338.6322021484375
0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,31,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1043.025390625,3748.860595703125
0,60.361759185791016,2353.891357421875,3282.40869140625,2624.61767578125,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,23,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,12.600000381469727,1667.689697265625,2486.03125,438.57080078125,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,481.81109619140625,0,0,0,0,0
0,0,0,3908.230224609375,4265.67236328125,3088.562744140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17,1,1,1,1,1,1,1,1,0,0,0,0,0,0,754.5999755859375,631.0560302734375,400.5589294433594,593.86798095703125,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,36,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,44.22043228149414,0,0,0,142.97804260253906
316.2439270019531,269.3258361816406,266.54486083984375,240.32421875,281.381591796875,202.39999389648438,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,30,1,1,1,1,1,1,1,0,0,0,0,0,0,0,229.97532653808594,371.93682861328125,188,0,0,0,0,0,0,0
0,0,355.0244140625,351.72698974609375,345.3124694824219,365.7604675292969,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,29,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355.7853698730469,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,44,1,1,1,1,1,0,0,0,0,0,0,0,0,0,217.4189453125,0,0,0,0,0,0,0,0,0
0,2071.72900390625,3482.124267578125,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534.192138671875,1061.3438720703125,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,27,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90.8922119140625,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961.080810546875,3026.095458984375,3641.707763671875,4077.614013671875,3387.671875,3124.92724609375,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,44,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2279.48046875,2251.85302734375,1775.199951171875,1646.4180908203125,3020.5849609375,2716.26318359375,2280.601318359375,2252.2939453125,1737.3822021484375,1367.5843505859375
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,41,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1802.3006591796875,375.59979248046875,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,40,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1373.4000244140625,1640.7457275390625,1694.8916015625,0,507.6083068847656,822.5,2264.85498046875,0,3010.54638671875
0,0,0,0,0,96.38671875,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,1,1,1,1,1,0,0,0,0,1,1,0,0,0,392.5882263183594,0,0,0,0,85.81343841552734,78.12276458740234,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1272.1025390625,0,0,32.467105865478516,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,35,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1237.5103759765625,138.23529052734375,0,0,0,0,877.04248046875,2362.844970703125,2959.2119140625,1333.0948486328125
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,32,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,73.4958267211914,694.83251953125,709.5654296875,163.125,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,40,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1111.9984130859375,3209.322509765625,3274.794189453125,2688,3143.935302734375,0,2461.748291015625,45.088417053222656,2398.221435546875
0,0,0,0,0,1055.8843994140625,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2778.529296875,2583,2770.97412109375,2762.57373046875,2227.364501953125,36.36162567138672,1139.4130859375,2743.15673828125,2301.800537109375,2294.540771484375
0,0,1276.62890625,1101.6748046875,1194.094970703125,919.68353271484375,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,37,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,126.7652359008789,0,0,0
1382.9560546875,0,0,813.9151611328125,3057.58642578125,2936.724609375,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1057.238037109375,2276.3974609375,1295.77392578125,3100.850830078125,2965.54541015625,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,38,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292.83905029296875,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,26,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1594.5072021484375,2218.58544921875,3336.491943359375,2785.441162109375,1251.5999755859375,1778.3017578125,1627.894287109375,2513.513916015625,2305.3271484375,2408.53955078125
0,879.6556396484375,3074.96728515625,832.52056884765625,358.16314697265625,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,35,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1382.65087890625,2463.2236328125,1440.8128662109375,3377.26806640625,446.6263427734375,2512.201171875,3385.970947265625,743.195556640625
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,29,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,29,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3308.199951171875,7544.310546875,6279.22412109375,7076.08837890625,6149.478515625,7601.4921875,6992.73974609375,7217.306640625,6558.85205078125,5833.50390625
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125.134033203125,0,0,0,3479.573486328125,5229.06298828125,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,32,0,0,0,0,1,1,1,1,1,1,1,1,1,1,6403.603515625,7200.67626953125,7310.7998046875,4949.18115234375,7830.14306640625,5590.69921875,3777.245849609375,3004.041259765625,5772.400390625,6881.40869140625
0,0,225.95645141601562,765.28436279296875,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,39,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.44202423095703,0
0,0,1156.9876708984375,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,36,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,51,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,298.9700927734375,243.9775390625,0,124.31317138671875,1572.923095703125,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,30,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,99.52941131591797,0,0,493.21490478515625,2011.6739501953125,0,1298.606689453125,728.627685546875,2672.187744140625
1105.88232421875,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,26,0,0,0,0,1,1,1,0,1,1,1,1,1,1,3722.60009765625,4672.65087890625,4346.2783203125,0,107.63041687011719,3344.53857421875,3634.1982421875,3439.95458984375,3534.710693359375,3515.754638671875
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,31,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,197.6221160888672,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182.984130859375,3302.429931640625,3929.0068359375,4980.21728515625,3012.76611328125,5047.39306640625,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,35,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3946.60009765625,2246.27587890625,3217.300537109375,2717.700927734375,2786.755126953125,2084.25634765625,2781.897705078125,2802.648193359375,3909.32958984375,2063.39892578125
0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,40,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1742.4013671875,1675.0831298828125,5034.529296875,1129.800048828125,2531.314697265625,906.60308837890625,0,861.0433349609375,1765.869140625,1639.039794921875
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,44,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019.3160400390625,133.9268035888672,284.9251403808594,3691.348388671875,5739.37744140625,7497.21630859375,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,38,1,1,1,1,1,1,0,0,1,1,0,1,1,1,4246.58837890625,2150.39990234375,0,0,567.985107421875,3591.07421875,0,4365.80615234375,7403.25,6638.91162109375
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,42,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641.712646484375,1836.314208984375,1279.139404296875,1815.4710693359375,1802.0460205078125,1660.66064453125,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,29,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1722.942626953125,1067.176513671875,1831.199951171875,1905.9310302734375,1774.7183837890625,1087.0804443359375,1506.8258056640625,2003.185546875,1792.5135498046875,0
0,0,0,0,0,61.044921875,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,36,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,459.46551513671875,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,20,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,146.82408142089844,0,423.24932861328125,293.328857421875,0,0,0
372.0189208984375,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,28,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2652.81201171875,2274.81640625,1652.2723388671875,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,53,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96.99919128417969,0,0,0,0,0,0,0,0,0
2232.31005859375,5175.28076171875,4390.15087890625,5346.25,2363.095947265625,1674.3624267578125,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,26,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,3640,0,4818.11083984375,0,3653.6162109375,608.7679443359375,2407.8984375
5393.1181640625,6833.33544921875,9800.7939453125,9167.1826171875,10519.94921875,9842.90234375,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,605.9127197265625,0,0,0,0,0,0,0,0,0
0,665.39324951171875,2029.7391357421875,4431.21875,9189.935546875,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,35,0,1,0,0,1,1,1,0,0,0,0,0,0,0,7683.8818359375,7632.9091796875,432.6764831542969,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,54,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,373.79998779296875,2310.090576171875,2046.984375,2378.347900390625,2171.516357421875,1975.17919921875,3145.466552734375,1334.5943603515625
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,28,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,954.79998779296875,4349.3232421875,5177.3310546875,6548.365234375,6088.39111328125,98.75896453857422,0
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,39,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,39.91334533691406,366.6739501953125,0,0,0,0,0
0,0,4021.747802734375,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,29,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1379.814697265625,2776.828369140625,3252.613525390625,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760.78857421875,1880.981689453125,805.22613525390625,688.4971923828125,94.07466125488281,6256.28173828125,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,404.7547607421875,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,28,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,2638.614501953125,1515.5526123046875,188.67384338378906,3510.525390625,959.70831298828125,1649.5316162109375,2537.48388671875
1994.0599365234375,1945.4560546875,2233.49267578125,3661.04931640625,2683.296630859375,8863.94140625,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1842.676513671875,1079.4000244140625,772.86639404296875,782.586669921875,1066.9493408203125,721.4146728515625,1025.9139404296875,1282.921142578125,1986.8961181640625,161.6299285888672
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512.426025390625,1485.5491943359375,1589.550537109375,1460.7703857421875,2610.794921875,3250.453857421875,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,33,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,46,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,53.203670501708984,0,0,2942.821533203125
295.98040771484375,245.0733184814453,0,0,2920.51171875,6200.8369140625,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,40,1,1,1,1,1,1,1,0,0,0,0,0,0,0,292.2039489746094,3675.61083984375,1119.7059326171875,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,35,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2114.023193359375,0,0,0,0,0,0,0,0
1127.95849609375,1368.0164794921875,1354.5411376953125,1551.8409423828125,918.96881103515625,1358.856201171875,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,40,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1222.199951171875,1456.3922119140625,1264.397705078125,1271.1363525390625,0,0,98.34239196777344,0,0,0
0,0,713.34381103515625,15000,9393.4638671875,9306.21875,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,39,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,2654.11767578125,4300.7998046875,4084.137939453125,4515.90966796875,4486.36376953125,4216.494140625,3866.339599609375,4297.2646484375,3504.434814453125
